run_id,keyword,total_answers,appeared_count,appearance_rate,avg_rank,best_rank
20260512_173028,deli,3,1,0.3333,1.0000,1
20260512_173028,Ryobi,3,0,0.0000,,
20260512_173028,Craftsman,3,0,0.0000,,
20260512_173028,DeWalt,3,1,0.3333,3.0000,3
20260512_173028,Milwaukee,3,0,0.0000,,
20260512_173028,Kobalt,3,0,0.0000,,
20260512_173028,Tekton,3,0,0.0000,,
20260512_173028,Husky,3,0,0.0000,,
20260512_173028,Bauer,3,0,0.0000,,
20260512_173028,Makita,3,1,0.3333,2.0000,2
