run_id,keyword,total_answers,appeared_count,appearance_rate,avg_rank,best_rank
20260511_103633,deli,2,0,0.0000,,
20260511_103633,Bosch,2,2,1.0000,2.5000,2
20260511_103633,Makita,2,2,1.0000,1.5000,1
20260511_103633,Stanley,2,1,0.5000,1.0000,1
