run_id,keyword,total_answers,appeared_count,appearance_rate,avg_rank,best_rank
20260511_113539,deli,3,0,0.0000,,
20260511_113539,Bosch,3,2,0.6667,2.0000,2
20260511_113539,Makita,3,3,1.0000,1.0000,1
20260511_113539,Stanley,3,1,0.3333,2.0000,2
